"Title","screens","firstDay","openingNote","firstWeekend","totalNetGross","ratings","firstWeek","budget","indiaGross","overseasGross","worldwideGross","allTimeRank","footfalls","adjustedNetGross","overseasFirstWeekend","worldwideFirstWeekend","overseasFirstWeek","worldwideFirstWeek","Release Date","Runtime","Genre"
"Luv Ka The End","450","68,00,000",,"2,54,00,000","Total Nett Gross: 5,86,75,000","0.00% (0 Ratings)","4,22,00,000","8,50,00,000","7,92,00,000","$---","7,92,00,000","1026","$---","3,42,90,000","$---","5,69,70,000","6 May 2011","117 min","Drama"
"Game","1100","1,85,00,000",,"4,36,00,000","Total Nett Gross: 7,40,75,000","0.00% (0 Ratings)","6,66,00,000","34,00,00,000","10,18,00,000","$610,000","12,87,92,500","1273","$375,000","7,63,25,750","$530,000","11,46,94,500","1 Apr 2011","131 min","Thriller"
"Saheb Biwi Aur Gangster","525","92,00,000",,"3,51,00,000","Total Nett Gross: 7,55,25,000","0.00% (0 Ratings)","5,52,00,000","6,00,00,000","10,26,00,000","$225,000","11,37,37,500","509","$125,000","5,39,23,500","$275,000","8,86,84,500","30 Sep 2011","123 min","Thriller"
"Shaitan","575","80,00,000",,"3,38,00,000","Total Nett Gross: 8,26,50,000","67.50% (2 Ratings)","5,26,00,000","12,00,00,000","11,25,00,000","$---","11,25,00,000","983","$---","4,59,68,000","$---","7,15,36,000","10 Jun 2011","128 min","Thriller"
"Bheja Fry 2","575","1,95,00,000",,"5,76,00,000","Total Nett Gross: 9,13,25,000","70.00% (1 Ratings)","8,20,00,000","9,50,00,000","12,49,00,000","$---","12,49,00,000","506","$---","7,89,12,000","$---","11,23,40,000","17 Jun 2011","129 min","Comedy"
"Chalo Dilli","725","1,08,00,000",,"3,75,00,000","Total Nett Gross: 9,83,75,000","0.00% (0 Ratings)","5,97,00,000","9,50,00,000","13,23,00,000","$290,000","14,51,32,500","503","$170,000","5,77,72,500","$235,000","9,03,96,750","29 Apr 2011","133 min","Comedy"
"Ragini MMS","650","1,50,00,000",,"5,22,00,000","Total Nett Gross: 10,70,75,000","0.00% (0 Ratings)","7,81,00,000","6,00,00,000","14,68,00,000","$---","14,68,00,000","306","$---","7,15,14,000","$---","10,69,97,000","13 May 2011","97 min","Horror"
"Yeh Saali Zindagi","650","1,21,00,000",,"4,12,00,000","Total Nett Gross: 10,94,75,000","0.00% (0 Ratings)","6,92,00,000","11,00,00,000","14,81,00,000","$---","14,81,00,000","499","$---","5,56,20,000","$---","9,34,20,000","4 Feb 2011","121 min","Thriller"
"Pyaar Ka Punchnama","550","94,00,000",,"3,23,00,000","Total Nett Gross: 12,58,25,000","65.00% (1 Ratings)","5,44,00,000","9,75,00,000","17,03,00,000","$---","17,03,00,000","420","$---","4,36,05,000","$---","7,34,40,000","20 May 2011","150 min","Rom - Com"
"Dhobi Ghat","600","2,78,00,000",,"8,57,00,000","Total Nett Gross: 13,67,25,000","47.33% (15 Ratings)","12,14,00,000","13,00,00,000","18,48,00,000","$1,570,000","25,62,35,000","497","$990,000","16,07,40,000","$1,250,000","22,07,65,000","21 Jan 2011","97 min","Drama"
"Bbuddah Hoga Terra Baap","1000","1,91,00,000",,"7,26,00,000","Total Nett Gross: 15,17,25,000","70.00% (1 Ratings)","11,48,00,000","21,00,00,000","20,61,00,000","$880,000","24,52,60,000","862","$450,000","11,87,61,000","$660,000","18,54,98,000","1 Jul 2011","117 min","Action"
"7 Khoon Maaf","975","3,31,00,000",,"10,08,00,000","Total Nett Gross: 19,26,00,000","13.89% (9 Ratings)","14,69,00,000","25,00,00,000","26,20,00,000","$860,000","30,07,00,000","834","$490,000","15,91,38,000","$690,000","23,08,34,000","18 Feb 2011","153 min","Thriller"
"Force","1450","4,53,00,000",,"13,79,00,000","Total Nett Gross: 25,71,25,000","100.00% (1 Ratings)","20,99,00,000","28,00,00,000","34,72,00,000","$880,000","39,03,20,000","699","$520,000","21,16,45,000","$700,000","31,76,65,000","30 Sep 2011","137 min","Action"
"F.A.L.T.U","1200","4,43,00,000",,"10,40,00,000","Total Nett Gross: 24,22,50,000","0.00% (0 Ratings)","16,55,00,000","20,00,00,000","32,92,00,000","$---","32,92,00,000","399","$---","14,14,40,000","$---","22,50,80,000","1 Apr 2011","120 min","Comedy"
"Haunted 3D","1100","2,22,00,000",,"8,27,00,000","Total Nett Gross: 26,39,00,000","0.00% (0 Ratings)","14,58,00,000","13,00,00,000","36,03,00,000","$---","36,03,00,000","210","$---","11,32,99,000","$---","19,97,46,000","6 May 2011","142 min","Horror"
"Dil Toh Baccha Hai Ji","1350","3,94,00,000",,"14,22,00,000","Total Nett Gross: 28,21,25,000","100.00% (1 Ratings)","20,91,00,000","29,00,00,000","38,62,00,000","$400,000","40,46,00,000","676","$200,000","20,40,14,000","$285,000","29,95,77,000","28 Jan 2011","142 min","Comedy"
"No One Killed Jessica","950","3,22,00,000",,"12,18,00,000","Total Nett Gross: 29,12,50,000","75.00% (3 Ratings)","19,38,00,000","19,00,00,000","39,66,00,000","$1,340,000","45,72,35,000","285","$650,000","19,50,60,500","$890,000","30,38,40,500","7 Jan 2011","134 min","Thriller"
"Mausam","1750","6,67,00,000",,"19,78,00,000","Total Nett Gross: 31,56,25,000","16.67% (3 Ratings)","28,02,00,000","49,00,00,000","42,44,00,000","$2,270,000","53,67,65,000","664","$1,350,000","33,18,77,000","$1,840,000","46,65,48,000","23 Sep 2011","165 min","Love Story"
"Ladies vs Ricky Bahl","1150","4,53,00,000",,"15,32,00,000","Total Nett Gross: 30,75,75,000","34.00% (5 Ratings)","22,75,00,000","20,00,00,000","41,48,00,000","$1,520,000","49,49,80,000","392","$730,000","24,53,27,500","$1,060,000","36,30,40,000","9 Dec 2011","129 min","Drama"
"Dum Maaro Dum","1350","5,12,00,000",,"15,14,00,000","Total Nett Gross: 31,84,25,000","55.00% (1 Ratings)","22,89,00,000","31,00,00,000","43,54,00,000","$1,720,000","51,19,40,000","670","$1,000,000","25,19,18,000","$1,280,000","37,05,53,000","22 Apr 2011","130 min","Thriller"
"Patiala House","1550","4,18,00,000",,"15,90,00,000","Total Nett Gross: 32,81,00,000","70.00% (1 Ratings)","24,29,00,000","50,00,00,000","44,62,00,000","$2,510,000","56,04,05,000","625","$1,220,000","27,17,50,000","$1,700,000","40,76,94,000","11 Feb 2011","147 min","Drama"
"Rascals","1850","7,12,00,000",,"17,16,00,000","Total Nett Gross: 33,34,25,000","0.00% (0 Ratings)","27,65,00,000","46,00,00,000","45,29,00,000","$1,175,000","51,01,81,250","624","$930,000","27,87,13,500","$850,000","41,74,77,500","6 Oct 2011","127 min","Comedy"
"Aarakshan","1500","4,47,00,000",,"17,88,00,000","Total Nett Gross: 41,89,00,000","15.00% (2 Ratings)","28,48,00,000","53,00,00,000","56,52,00,000","$1,770,000","64,52,92,500","583","$890,000","28,16,52,500","$1,240,000","44,05,90,000","12 Aug 2011","166 min","Drama"
"Tanu Weds Manu","850","3,29,00,000",,"11,23,00,000","Total Nett Gross: 38,52,25,000","86.25% (4 Ratings)","18,80,00,000","21,00,00,000","52,16,00,000","$940,000","56,41,35,000","202","$380,000","16,88,00,000","$520,000","27,73,30,000","25 Feb 2011","118 min","Love Story"
"Thank You","1800","4,95,00,000",,"16,91,00,000","Total Nett Gross: 45,03,25,000","30.00% (1 Ratings)","29,02,00,000","61,00,00,000","60,89,00,000","$2,290,000","71,02,32,500","557","$1,110,000","27,74,02,500","$1,570,000","46,12,42,500","8 Apr 2011","138 min","Comedy"
"Double Dhamaal","1800","7,56,00,000",,"25,51,00,000","Total Nett Gross: 45,05,50,000","0.00% (0 Ratings)","36,34,00,000","29,00,00,000","61,23,00,000","$2,070,000","70,54,50,000","360","$1,160,000","39,91,36,000","$1,680,000","56,98,24,000","24 Jun 2011","140 min","Comedy"
"Desi Boyz","2100","8,05,00,000",,"25,68,00,000","Total Nett Gross: 45,92,00,000","70.00% (5 Ratings)","37,39,00,000","54,00,00,000","61,82,00,000","$3,580,000","80,43,60,000","570","$1,700,000","43,50,80,000","$2,480,000","63,37,25,000","25 Nov 2011","122 min","Drama"
"Delhi Belly","1250","6,08,00,000",,"21,36,00,000","Total Nett Gross: 54,83,75,000","88.08% (13 Ratings)","34,74,00,000","23,00,00,000","73,84,00,000","$3,900,000","91,19,50,000","188","$1,530,000","35,64,45,000","$2,330,000","57,26,75,000","1 Jul 2011","91 min","Comedy"
"Murder 2","1300","6,95,00,000",,"22,19,00,000","Total Nett Gross: 47,98,00,000","65.00% (5 Ratings)","35,20,00,000","13,00,00,000","64,73,00,000","$700,000","67,84,50,000","99","$350,000","31,51,40,000","$510,000","49,78,95,000","8 Jul 2011","130 min","Thriller"
"Yamla Pagla Deewana","1550","7,64,00,000",,"22,81,00,000","Total Nett Gross: 54,93,75,000","53.33% (3 Ratings)","34,72,00,000","29,00,00,000","74,62,00,000","$3,100,000","88,72,50,000","163","$1,480,000","37,75,56,000","$2,100,000","56,77,42,000","14 Jan 2011","162 min","Comedy"
"Mere Brother Ki Dulhan","1650","7,18,00,000",,"24,84,00,000","Total Nett Gross: 57,40,50,000","78.75% (8 Ratings)","36,20,00,000","32,00,00,000","77,21,00,000","$3,520,000","93,84,20,000","177","$1,620,000","41,18,85,000","$2,230,000","59,40,67,500","9 Sep 2011","138 min","Rom - Com"
"Rockstar","1950","9,92,00,000",,"31,77,00,000","Total Nett Gross: 68,61,50,000","86.67% (21 Ratings)","48,35,00,000","66,00,00,000","92,27,00,000","$3,270,000","1,08,70,17,500","239","$1,800,000","51,61,68,000","$2,410,000","76,89,92,500","11 Nov 2011","159 min","Drama"
"The Dirty Picture","1600","9,16,00,000",,"30,21,00,000","Total Nett Gross: 79,77,75,000","58.18% (11 Ratings)","48,41,00,000","28,00,00,000","1,08,22,00,000","$1,730,000","1,16,99,97,500","86","$800,000","45,14,56,000","$1,200,000","71,92,76,000","2 Dec 2011","153 min","Drama"
"Zindagi Na Milegi Dobara","1400","7,52,00,000",,"27,32,00,000","Total Nett Gross: 89,96,00,000","77.84% (37 Ratings)","44,71,00,000","60,00,00,000","1,21,12,00,000","$7,160,000","1,53,16,10,000","139","$2,410,000","47,66,67,500","$3,520,000","76,11,05,000","15 Jul 2011","154 min","Drama"
"Singham","2050","8,76,00,000",,"29,73,00,000","Total Nett Gross: 98,38,00,000","68.48% (23 Ratings)","49,29,00,000","41,00,00,000","1,35,83,00,000","$1,230,000","1,41,30,35,000","60","$550,000","43,47,49,000","$780,000","71,49,12,000","22 Jul 2011","144 min","Action"
"Don 2","2850","14,60,00,000",,"46,39,00,000","Total Nett Gross: 1,06,44,00,000","55.88% (198 Ratings)","71,18,00,000","76,00,00,000","1,43,73,00,000","$11,200,000","2,02,81,00,000","112","$5,120,000","89,63,45,000","$7,900,000","1,37,76,55,000","23 Dec 2011","146 min","Action"
"Ra.One","2900","14,73,00,000",,"52,65,00,000","Total Nett Gross: 1,13,94,75,000","44.88% (202 Ratings)","90,53,00,000","1,30,00,00,000","1,53,95,00,000","$10,850,000","2,07,38,62,500","110","$5,200,000","96,68,75,000","$8,000,000","1,61,61,55,000","26 Oct 2011","151 min","Action"
"Ready","2200","13,33,00,000",,"42,24,00,000","Total Nett Gross: 1,20,72,25,000","61.29% (210 Ratings)","69,08,00,000","61,00,00,000","1,64,38,00,000","$4,250,000","1,83,39,87,500","34","$1,950,000","66,17,26,500","$2,820,000","1,06,56,83,000","3 Jun 2011","149 min","Comedy"
"Ekk Deewana Tha","600","96,00,000",,"3,48,00,000","Total Nett Gross: 5,61,50,000","0.00% (0 Ratings)","5,27,00,000","14,00,00,000","7,62,00,000","$190,000","8,55,57,500","1034","$130,000","5,37,30,500","$170,000","8,00,44,500","17 Feb 2012","139 min","Love Story"
"Dangerous Ishhq","1050","1,12,00,000",,"3,81,00,000","Total Nett Gross: 5,75,50,000","35.00% (2 Ratings)","5,50,00,000","26,00,00,000","7,77,00,000","$170,000","8,68,80,000","1016","$100,000","5,68,35,000","$135,000","8,15,40,000","11 May 2012","129 min","Thriller"
"Aiyyaa","900","1,35,00,000",,"4,21,00,000","Total Nett Gross: 6,07,00,000","0.00% (0 Ratings)","5,93,00,000","19,00,00,000","8,26,00,000","$250,000","9,58,50,000","1333","$175,000","6,65,31,000","$225,000","9,25,73,000","12 Oct 2012","149 min","Comedy"
"London Paris New York","550","1,00,00,000",,"3,71,00,000","Total Nett Gross: 6,38,00,000","0.00% (0 Ratings)","5,59,00,000","10,50,00,000","8,64,00,000","$510,000","11,15,17,500","1020","$340,000","6,68,30,000","$440,000","9,71,35,000","2 Mar 2012","101 min","Love Story"
"Luv Shuv Tey Chicken Khurana","450","1,00,00,000",,"3,42,00,000","Total Nett Gross: 6,41,75,000","0.00% (0 Ratings)","5,11,00,000","11,00,00,000","8,58,00,000","$440,000","10,97,80,000","1025","$250,000","5,94,53,000","$240,000","8,15,54,000","2 Nov 2012","134 min","Comedy"
"Kamaal Dhamaal Malamaal","950","1,19,00,000",,"3,95,00,000","Total Nett Gross: 6,58,25,000","5.00% (1 Ratings)","6,36,00,000","32,00,00,000","9,00,00,000","$---","9,00,00,000","1290","$---","5,41,15,000","$---","8,71,32,000","28 Sep 2012","148 min","Comedy"
"Ghost","800","1,12,00,000",,"3,51,00,000","Total Nett Gross: 6,91,25,000","0.00% (0 Ratings)","5,37,00,000","9,00,00,000","9,44,00,000","$---","9,44,00,000","962","$---","4,80,87,000","$---","7,35,69,000","13 Jan 2012","116 min","Horror"
"Ajab Gazabb Love","850","1,42,00,000",,"4,74,00,000","Total Nett Gross: 6,96,25,000","0.00% (0 Ratings)","6,75,00,000","29,00,00,000","9,48,00,000","$135,000","10,20,90,000","1305","$80,000","6,87,84,000","$115,000","9,80,10,000","26 Oct 2012","126 min","Comedy"
"Blood Money","1150","1,71,00,000",,"5,21,00,000","Total Nett Gross: 8,54,50,000","0.00% (0 Ratings)","8,03,00,000","9,00,00,000","11,68,00,000","$---","11,68,00,000","987","$---","7,13,77,000","$---","11,00,11,000","30 Mar 2012","113 min","Thriller"
"Jodi Breakers","1000","1,51,00,000",,"5,79,00,000","Total Nett Gross: 9,65,25,000","0.00% (0 Ratings)","8,16,00,000","21,00,00,000","13,12,00,000","$310,000","14,64,67,500","956","$205,000","8,88,40,250","$265,000","12,40,27,250","24 Feb 2012","134 min","Comedy"
"Department","1500","2,71,00,000",,"8,08,00,000","Total Nett Gross: 11,89,00,000","0.00% (0 Ratings)","11,45,00,000","32,00,00,000","16,25,00,000","$510,000","19,05,50,000","1192","$300,000","12,71,96,000","$410,000","17,94,15,000","18 May 2012","126 min","Action"
"Hate Story","1100","2,07,00,000",,"6,05,00,000","Total Nett Gross: 12,01,75,000","0.00% (0 Ratings)","9,60,00,000","9,00,00,000","16,43,00,000","$---","16,43,00,000","416","$---","8,28,85,000","$---","13,15,20,000","20 Apr 2012","119 min","Thriller"
"Shirin Farhad Ki Toh Nikal Padi","650","1,60,00,000",,"6,36,00,000","Total Nett Gross: 12,49,25,000","0.00% (0 Ratings)","9,48,00,000","19,00,00,000","17,08,00,000","$500,000","19,86,75,000","929","$350,000","10,66,44,500","$475,000","15,63,57,250","24 Aug 2012","122 min","Rom - Com"
"Tezz","1950","3,33,00,000",,"10,44,00,000","Total Nett Gross: 15,91,50,000","0.00% (0 Ratings)","14,59,00,000","52,00,00,000","21,64,00,000","$850,000","26,12,37,500","1168","$520,000","16,94,14,000","$690,000","23,48,21,500","27 Apr 2012","141 min","Thriller"
"Paan Singh Tomar","300","65,00,000",,"3,84,00,000","Total Nett Gross: 14,61,50,000","71.00% (5 Ratings)","6,54,00,000","7,00,00,000","19,68,00,000","$100,000","20,18,00,000","304","$24,000","5,30,40,000","$32,000","8,98,90,000","2 Mar 2012","135 min","Drama"
"Chakravyuh","1200","3,28,00,000",,"6,81,00,000","Total Nett Gross: 17,03,25,000","0.00% (0 Ratings)","14,34,00,000","30,00,00,000","23,07,00,000","$500,000","25,77,00,000","848","$325,000","10,94,85,000","$425,000","21,65,40,000","24 Oct 2012","152 min","Drama"
"Tere Naal Love Ho Gaya","1200","1,74,00,000",,"7,17,00,000","Total Nett Gross: 19,45,00,000","60.00% (1 Ratings)","11,78,00,000","14,00,00,000","26,44,00,000","$850,000","30,62,62,500","484","$420,000","11,81,97,000","$590,000","18,92,65,500","24 Feb 2012","132 min","Rom - Com"
"Joker","1950","4,66,00,000",,"14,21,00,000","Total Nett Gross: 20,22,75,000","5.00% (1 Ratings)","18,72,00,000","47,00,00,000","27,53,00,000","$825,000","32,10,87,500","1147","$525,000","22,23,93,500","$725,000","29,48,29,500","31 Aug 2012","105 min","Sci Fi / Fantasy"
"1920 - Evil Returns","1300","3,50,00,000",,"10,57,00,000","Total Nett Gross: 20,53,75,000","0.00% (0 Ratings)","16,30,00,000","9,00,00,000","28,04,00,000","$---","28,04,00,000","297","$---","14,48,09,000","$---","22,33,10,000","2 Nov 2012","124 min","Horror"
"Gangs Of Wasseypur 2","1000","2,72,00,000",,"8,21,00,000","Total Nett Gross: 22,96,00,000","73.33% (3 Ratings)","17,49,00,000","18,00,00,000","31,20,00,000","$3,000","31,21,65,750","784","$600","11,16,89,150","$1,200","23,79,30,300","8 Aug 2012","161 min","Drama"
"Shanghai","975","3,34,00,000",,"12,85,00,000","Total Nett Gross: 23,59,50,000","0.00% (0 Ratings)","18,83,00,000","23,00,00,000","32,05,00,000","$530,000","34,96,50,000","810","$300,000","19,12,60,000","$400,000","27,80,88,000","8 Jun 2012","114 min","Thriller"
"Teri Meri Kahaani","1450","4,82,00,000",,"15,67,00,000","Total Nett Gross: 27,48,50,000","10.00% (4 Ratings)","22,06,00,000","41,00,00,000","37,38,00,000","$3,000,000","54,48,00,000","750","$1,420,000","29,40,52,000","$2,000,000","41,40,16,000","22 Jun 2012","122 min","Love Story"
"Gangs Of Wasseypur 1","1000","2,87,00,000",,"10,21,00,000","Total Nett Gross: 28,02,00,000","76.00% (5 Ratings)","16,94,00,000","21,00,00,000","37,93,00,000","$7,000","37,96,99,000","477","$1,000","13,78,92,000","$1,500","22,87,75,500","22 Jun 2012","159 min","Drama"
"Players","1900","4,63,00,000",,"14,58,00,000","Total Nett Gross: 29,90,25,000","55.00% (2 Ratings)","21,52,00,000","55,00,00,000","40,58,00,000","$1,520,000","48,56,00,000","1134","$830,000","24,18,63,000","$1,170,000","35,40,97,000","6 Jan 2012","166 min","Action"
"Ferrari Ki Sawaari","875","2,90,00,000",,"12,97,00,000","Total Nett Gross: 30,52,50,000","60.00% (1 Ratings)","19,94,00,000","20,00,00,000","41,76,00,000","$1,200,000","48,45,00,000","288","$670,000","21,50,41,500","$910,000","32,39,10,500","15 Jun 2012","140 min","Drama"
"Heroine","2000","6,82,00,000",,"21,26,00,000","Total Nett Gross: 33,82,00,000","81.15% (13 Ratings)","30,09,00,000","35,00,00,000","46,15,00,000","$2,050,000","57,11,75,000","470","$1,240,000","35,54,76,000","$1,610,000","49,53,59,000","21 Sep 2012","148 min","Drama"
"Jism 2","1700","7,46,00,000",,"20,45,00,000","Total Nett Gross: 35,19,00,000","50.00% (3 Ratings)","28,84,00,000","13,00,00,000","47,87,00,000","$250,000","49,25,75,000","268","$150,000","28,64,45,000","$210,000","40,38,79,000","2 Aug 2012","133 min","Thriller"
"English Vinglish","700","2,32,00,000",,"12,71,00,000","Total Nett Gross: 38,92,00,000","57.00% (5 Ratings)","19,42,00,000","26,00,00,000","53,10,00,000","$4,850,000","78,56,25,000","279","$1,590,000","25,63,31,000","$2,190,000","37,90,87,000","5 Oct 2012","136 min","Drama"
"Ek Main Aur Ekk Tu","1250","5,27,00,000",,"20,26,00,000","Total Nett Gross: 40,10,00,000","82.22% (18 Ratings)","30,68,00,000","32,00,00,000","54,38,00,000","$3,600,000","72,11,00,000","379","$1,880,000","36,81,26,000","$2,620,000","54,62,83,000","10 Feb 2012","110 min","Love Story"
"Vicky Donor","575","1,97,00,000",,"8,23,00,000","Total Nett Gross: 41,00,00,000","78.33% (6 Ratings)","14,17,00,000","10,00,00,000","55,02,00,000","$1,200,000","61,32,00,000","205","$360,000","12,91,82,000","$525,000","21,74,40,500","20 Apr 2012","122 min","Comedy"
"Kyaa Super Kool Hain Hum","1400","6,71,00,000",,"21,87,00,000","Total Nett Gross: 42,03,50,000","10.00% (1 Ratings)","32,48,00,000","19,00,00,000","57,72,00,000","$550,000","60,77,25,000","197","$360,000","31,95,99,000","$480,000","47,16,16,000","27 Jul 2012","137 min","Comedy"
"Jannat 2","2050","8,17,00,000",,"23,74,00,000","Total Nett Gross: 42,98,00,000","58.33% (3 Ratings)","34,12,00,000","20,00,00,000","58,48,00,000","$870,000","63,09,10,000","263","$440,000","34,61,84,000","$640,000","49,79,52,000","4 May 2012","138 min","Thriller"
"Agent Vinod","2200","8,72,00,000",,"25,53,00,000","Total Nett Gross: 43,95,50,000","70.50% (10 Ratings)","36,08,00,000","60,00,00,000","59,68,00,000","$2,600,000","73,00,50,000","586","$1,570,000","42,76,70,500","$2,000,000","59,31,88,000","23 Mar 2012","161 min","Thriller"
"Ishaqzaade","1100","4,49,00,000",,"15,54,00,000","Total Nett Gross: 46,38,50,000","62.50% (4 Ratings)","25,61,00,000","19,00,00,000","63,05,00,000","$---","63,05,00,000","193","$---","21,13,44,000","$---","34,82,96,000","11 May 2012","133 min","Love Story"
"Kahaani","1100","2,91,00,000",,"13,36,00,000","Total Nett Gross: 57,81,25,000","66.92% (13 Ratings)","23,79,00,000","20,00,00,000","78,96,00,000","$2,550,000","91,71,00,000","182","$700,000","21,80,32,000","$975,000","37,46,73,000","9 Mar 2012","122 min","Thriller"
"Student Of The Year","1350","7,52,00,000",,"25,60,00,000","Total Nett Gross: 62,94,00,000","53.00% (10 Ratings)","43,07,00,000","59,00,00,000","85,22,00,000","$2,140,000","96,66,90,000","248","$1,000,000","39,91,00,000","$1,380,000","65,52,75,000","19 Oct 2012","141 min","Rom - Com"
"Khiladi 786","2750","8,62,00,000",,"29,29,00,000","Total Nett Gross: 64,54,50,000","35.00% (5 Ratings)","46,37,00,000","63,00,00,000","87,68,00,000","$1,720,000","97,05,40,000","329","$980,000","45,17,54,000","$1,300,000","70,14,82,000","7 Dec 2012","142 min","Comedy"
"Raaz 3","2100","10,19,00,000",,"34,43,00,000","Total Nett Gross: 67,40,50,000","51.25% (4 Ratings)","51,65,00,000","31,00,00,000","91,52,00,000","$675,000","95,26,62,500","94","$300,000","48,48,98,000","$450,000","72,74,15,000","7 Sep 2012","133 min","Horror"
"Cocktail","1600","10,47,00,000",,"34,13,00,000","Total Nett Gross: 74,48,00,000","69.06% (16 Ratings)","52,51,00,000","53,00,00,000","1,00,98,00,000","$4,390,000","1,25,23,47,500","162","$2,280,000","59,01,38,000","$3,110,000","88,59,63,500","13 Jul 2012","147 min","Rom - Com"
"Talaash","2550","12,78,00,000",,"45,66,00,000","Total Nett Gross: 91,23,50,000","55.00% (63 Ratings)","65,11,00,000","71,00,00,000","1,24,08,00,000","$8,930,000","1,72,97,17,500","224","$4,860,000","88,70,61,000","$6,210,000","1,22,54,93,500","30 Nov 2012","142 min","Thriller"
"Son Of Sardaar","2000","9,34,00,000",,"33,52,00,000","Total Nett Gross: 88,68,00,000","60.38% (13 Ratings)","61,14,00,000","67,00,00,000","1,19,74,00,000","$2,810,000","1,35,12,47,500","128","$1,130,000","51,43,87,500","$2,150,000","94,31,02,500","13 Nov 2012","141 min","Comedy"
"Bol Bachchan","2500","11,43,00,000",,"39,50,00,000","Total Nett Gross: 1,00,05,25,000","69.38% (16 Ratings)","61,41,00,000","66,00,00,000","1,36,76,00,000","$4,090,000","1,59,66,40,000","113","$1,970,000","65,14,70,000","$2,780,000","99,69,97,000","6 Jul 2012","154 min","Comedy"
"Jab Tak Hai Jaan","2450","12,61,00,000",,"40,51,00,000","Total Nett Gross: 1,01,59,00,000","51.65% (230 Ratings)","72,27,00,000","78,00,00,000","1,37,83,00,000","$13,230,000","2,10,26,42,500","124","$4,670,000","80,66,18,500","$8,110,000","1,42,68,94,500","13 Nov 2012","179 min","Love Story"
"OMG! Oh My God","1200","3,94,00,000",,"17,08,00,000","Total Nett Gross: 81,43,50,000","80.20% (25 Ratings)","35,85,00,000","25,00,00,000","1,11,34,00,000","$1,950,000","1,21,57,75,000","92","$720,000","27,17,96,000","$1,000,000","54,36,45,000","28 Sep 2012","132 min","Comedy"
"Barfi!","1250","8,38,00,000",,"33,59,00,000","Total Nett Gross: 1,05,57,00,000","58.10% (71 Ratings)","56,79,00,000","50,00,00,000","1,43,04,00,000","$5,870,000","1,74,73,80,000","84","$2,340,000","57,98,25,000","$3,180,000","93,83,85,000","14 Sep 2012","151 min","Drama"
"Housefull 2","2650","12,19,00,000",,"40,24,00,000","Total Nett Gross: 1,11,79,25,000","52.27% (33 Ratings)","61,75,00,000","72,00,00,000","1,53,76,00,000","$6,760,000","1,88,40,50,000","62","$2,850,000","70,13,74,500","$4,080,000","1,06,12,50,000","6 Apr 2012","156 min","Comedy"
"Agneepath","2600","21,72,00,000",,"45,74,00,000","Total Nett Gross: 1,19,98,25,000","49.90% (98 Ratings)","81,37,00,000","71,00,00,000","1,63,98,00,000","$6,100,000","1,94,32,75,000","57","$3,190,000","78,53,40,500","$4,300,000","1,32,86,94,000","26 Jan 2012","168 min","Action"
"Rowdy Rathore","2800","14,03,00,000",,"46,04,00,000","Total Nett Gross: 1,31,21,50,000","59.77% (64 Ratings)","75,52,00,000","77,00,00,000","1,80,08,00,000","$3,300,000","1,98,47,75,000","30","$1,490,000","71,38,15,500","$2,200,000","1,15,72,74,000","1 Jun 2012","140 min","Action"
"Dabangg 2","3400","19,21,00,000",,"58,43,00,000","Total Nett Gross: 1,49,52,00,000","62.02% (247 Ratings)","99,06,00,000","84,00,00,000","2,02,65,00,000","$8,470,000","2,49,23,50,000","28","$3,930,000","1,01,07,98,000","$5,880,000","1,67,06,16,000","21 Dec 2012","129 min","Action"
"Jaane Kahan Se Aayi Hai","425","60,00,000",,"2,12,00,000","Total Nett Gross: 3,86,75,000","0.00% (0 Ratings)","3,24,00,000","18,00,00,000","5,25,00,000","$---","5,25,00,000","1403","$---","2,88,32,000","$---","4,40,64,000","9 Apr 2010","123 min","Sci Fi / Fantasy"
"Do Dooni Chaar","325","27,00,000",,"1,35,00,000","Total Nett Gross: 4,22,75,000","60.00% (1 Ratings)","2,29,00,000","6,00,00,000","5,79,00,000","$---","5,79,00,000","1052","$---","1,84,95,000","$---","3,13,73,000","8 Oct 2010","121 min","Comedy"
"Toonpur Ka Superrhero","500","44,00,000",,"1,61,00,000","Total Nett Gross: 3,56,75,000","65.00% (1 Ratings)","2,33,00,000","25,00,00,000","4,72,00,000","$85,000","5,10,46,250","1452","$55,000","2,37,40,750","$75,000","3,41,49,750","24 Dec 2010","105 min","Sci Fi / Fantasy"
"Khelein Hum Jee Jaan Sey","750","95,00,000",,"3,15,00,000","Total Nett Gross: 4,66,25,000","5.00% (2 Ratings)","4,52,00,000","39,00,00,000","6,39,00,000","$285,000","7,66,53,750","1369","$175,000","5,09,86,250","$240,000","7,26,64,000","3 Dec 2010","170 min","Drama"
"Teen Patti","575","95,00,000",,"3,26,00,000","Total Nett Gross: 4,76,50,000","45.00% (1 Ratings)","4,62,00,000","18,00,00,000","6,48,00,000","$250,000","7,63,00,000","1350","$160,000","5,16,96,000","$225,000","7,31,82,000","26 Feb 2010","142 min","Thriller"
"Hum Tum Aur Ghost","450","82,00,000",,"2,65,00,000","Total Nett Gross: 4,88,50,000","0.00% (0 Ratings)","4,07,00,000","21,00,00,000","6,66,00,000","$300,000","8,01,00,000","1334","$180,000","4,41,40,000","$250,000","6,66,02,000","26 Mar 2010","136 min","Sci Fi / Fantasy"
